Conception II - Children of the Seven Stars (Europe) (PSN)	PCSB00539
Conception II - Children of the Seven Stars (USA) (Card)	PCSE00376
Conception II - Shichisei no Michibiki to Mazuru no Akumu (Japan) (Card)	PCSG00197
Contraptions (Europe) (PSN)	PCSB01445
Contraptions (USA) (PSN)	PCSE01476
Corpse Party - Blood Drive (Europe) (Card)	PCSB00822
Corpse Party - Blood Drive (Japan) (Card)	PCSG00298
Corpse Party - Blood Drive (Korea) (Card)	PCSH00166
Corpse Party - Blood Drive (USA) (Card)	PCSE00708
Corridor Z (Europe) (PSN)	PCSB00840
Corridor Z (USA) (PSN)	PCSE00854
Cosmic Star Heroine (Europe) (PSN)	PCSB01224
Cosmic Star Heroine (USA) (Card)	PCSE01232
Cosmophony (Europe) (PSN)	PCSB00734
Cosmophony (USA) (PSN)	PCSE00643
CounterSpy (Europe) (PSN)	PCSF00378
CounterSpy (Japan) (PSN)	PCSC00056
CounterSpy (USA) (PSN)	PCSA00116
Coven and Labyrinth of Galleria (Japan) (Card)	PCSG01246
Coven and Labyrinth of Refrain (Korea) (Card)	PCSH00300
Crackle (USA) (PSN)	PCSE00222
Crank In (Japan) (Card)	PCSG00941
Crazy Market (Europe) (PSN)	PCSB00374
Crazy Market (USA) (PSN)	PCSE00291
Criminal Girls - Invitation (Japan) (Card)	PCSG00241
Criminal Girls - Invite Only (Europe) (Card)	PCSB00636
Criminal Girls - Invite Only (USA) (Card)	PCSE00516
Criminal Girls 2 (Japan) (Card)	PCSG00681
Criminal Girls 2 (Korea) (Card)	PCSH00224
Criminal Girls 2 - Party Favors (Europe) (Card)	PCSB00984
Criminal Girls 2 - Party Favors (USA) (Card)	PCSE00916
Crimsonland (Europe) (PSN)	PCSB00581
Crimsonland (USA) (PSN)	PCSE00453
Croixleur Sigma (Europe) (PSN)	PCSB00767
Croixleur Sigma (Japan) (PSN)	PCSG00537
Croixleur Sigma (USA) (Card)	PCSE00936
Croixleur Sigma (USA) (PSN)	PCSE00689
Cross Ange - Tenshi to Ryuu no Rondo tr. (Japan) (Card)	PCSG00597
Cross Channel - For All People (Japan) (Card)	PCSG00365
Crossovers by POWGI (Asia) (PSN)	PCSH10175
Crossovers by POWGI (Europe) (PSN)	PCSB01331
Crossovers by POWGI (USA) (PSN)	PCSE01377
Crunchyroll (Europe) (PSN)	PCSB00809
Crunchyroll (USA) (PSN)	PCSE00303
Crypt of the NecroDancer (Asia) (PSN)	PCSH00287
Crypt of the NecroDancer (Europe) (PSN)	PCSB00919
Crypt of the NecroDancer (Japan) (PSN)	PCSG00788
Crypt of the NecroDancer (USA) (PSN)	PCSE00806
Crypto by POWGI (Asia) (PSN)	PCSH10240
Crypto by POWGI (Europe) (PSN)	PCSB01432
Crypto by POWGI (USA) (PSN)	PCSE01464
Cure Mate Club (Japan) (PSN)	PCSG00169
Cursed Castilla EX (Asia) (Card)	PCSH10055
Cursed Castilla EX (Europe) (PSN)	PCSB01160
Cursed Castilla EX (USA) (PSN)	PCSE01152
Curses 'N Chaos (Europe) (PSN)	PCSB00853
Curses 'N Chaos (USA) (Card)	PCSE00888
Curses 'N Chaos (USA) (PSN)	PCSE00716
Cybarian - The Time Travelling Warrior (Asia) (PSN)	PCSH10163
Cybarian - The Time Travelling Warrior (Europe) (PSN)	PCSB01361
Cybarian - The Time Travelling Warrior (USA) (PSN)	PCSE01400
D.S. -Dal Segno- (Japan) (Card)	PCSG01122
DEADBOLT (Europe) (PSN)	PCSB01023
DEADBOLT (USA) (Card)	PCSE00971
DISTRAINT - Deluxe Edition (Asia) (PSN)	PCSH10204
DISTRAINT - Deluxe Edition (Europe) (PSN)	PCSB01165
DISTRAINT - Deluxe Edition (USA) (PSN)	PCSE01159
DJ Max Technika Tune (Japan) (Card)	PCSG00070
DJ Max Technika Tune (Korea) (Card)	PCSH00019
DJ Max Technika Tune (USA) (Card)	PCSE00208
DMM.com (Japan) (PSN)	PCSC80021
DRAMAtical Murder re -code (Japan) (Card)	PCSG00420
DYING - Reborn (Asia) (PSN)	PCSH00240
DYING - Reborn (Europe) (PSN)	PCSB01051
DYING - Reborn (Japan) (PSN)	PCSG01082
DYING - Reborn (USA) (PSN)	PCSE00984
Daggerhood (Asia) (PSN)	PCSH10142
Daggerhood (Europe) (PSN)	PCSB01309
Daggerhood (USA) (PSN)	PCSE01348
Dai-3-Ji Super Robot Taisen Z Jigoku-hen (Japan) (Card)	PCSG00264
Dai-3-Ji Super Robot Taisen Z Rengoku-hen (Japan) (PSN)	PCSG00495
Dai-3-Ji Super Robot Taisen Z Tengoku-hen (Japan) (Card)	PCSG00494
Daisenryaku - Dai Toua Kouboushi - Dainijisekaitaisen Boppatsu - Suujiku Sentai Rengougun Zensekaisen (Japan) (Card)	PCSG00504
Daisenryaku Exceed II (Japan) (Card)	PCSG00372
Daisenryaku Perfect - Senjou no Hasha (Japan) (Card)	PCSG00779
Daisenryaku WEB (Japan) (PSN)	PCSG00994
Daitoshokan no Hitsujikai - Library Party (Japan) (Card)	PCSG00505
Damascus Gear - Operation Osaka (Europe) (PSN)	PCSB01195
Damascus Gear - Operation Osaka (USA) (Card)	PCSE01327
Damascus Gear - Operation Osaka (USA) (PSN)	PCSE01180
Damascus Gear - Operation Tokyo (Europe) (PSN)	PCSB00704
Damascus Gear - Operation Tokyo (Japan) (PSN)	PCSG00292
Damascus Gear - Operation Tokyo (USA) (Card)	PCSE01323
Damascus Gear - Operation Tokyo (USA) (PSN)	PCSE00518
Damascus Gear - Saikyou Exodus (Japan) (PSN)	PCSG00842
DanMachi de Shooting wa Machigatteiru Darou ka (Japan) (PSN)	PCSG01186
Danball Senki W (Japan) (Card)	PCSG00077
Dance with Devils (Japan) (Card)	PCSG00807
Dance with Devils My Carol (Japan) (Card)	PCSG01152
Danganronpa (Asia) (Card)	PCSH00055
Danganronpa - Trigger Happy Havoc (Europe) (Card)	PCSB00346
Danganronpa - Trigger Happy Havoc (USA) (Card)	PCSE00261
Danganronpa 1-2 Reload (Japan) (Card)	PCSG00202
Danganronpa 2 - Goodbye Despair (Europe) (Card)	PCSB00514
Danganronpa 2 - Goodbye Despair (USA) (Card)	PCSE00399
Danganronpa Another Episode - Ultra Despair Girls (Europe) (Card)	PCSB00788
Danganronpa Another Episode - Ultra Despair Girls (USA) (Card)	PCSE00692
Danganronpa Original Soundtrack (Asia) (PSN)	PCSH00082
Danganronpa V3 - Killing Harmony (Asia) (PSN)	PCSH10051
Danganronpa V3 - Killing Harmony (Europe) (Card)	PCSB01127
Danganronpa V3 - Killing Harmony (USA) (Card)	PCSE01100
Danjon ni Deai wo Motomeru no wa Machigatteiru Darou ka Infinite Combate (Japan) (Card)	PCSG01002
Daredemo Shodan ni Nareru Igo Kyoushitsu (Japan) (Card)	PCSG01017
Dariusburst - Chronicle Saviours (Europe) (PSN)	PCSB00880
Dariusburst - Chronicle Saviours (Japan) (Card)	PCSG00680
Dariusburst - Chronicle Saviours (USA) (Card)	PCSE00792
Dark Quest - Alliance (Japan) (Card)	PCSG00017
Dark Quest 5 (Japan) (PSN)	PCSG01200
Darkest Dungeon (Europe) (PSN)	PCSB01017
Darkest Dungeon (Japan) (Card)	PCSG01154
Darkest Dungeon (USA) (PSN)	PCSE00919
Darkest Dungeon - Collector's Edition (Europe) (Card)	PCSB01285
Darkest Dungeon Original Soundtrack (Japan) (PSN)	PCSG01181
Date-A-Live Twin Edition - Rio Reincarnation (Japan) (Card)	PCSG00599
Day D - Tower Rush (Europe) (PSN)	PCSB00540
Day D - Tower Rush (USA) (PSN)	PCSE00424
Day of the Tentacle Remastered (Europe) (PSN)	PCSB00747
Day of the Tentacle Remastered (USA) (PSN)	PCSE00658
Dead Ahead - Zombie Warfare (Europe) (PSN)	PCSB01174
Dead Ahead - Zombie Warfare (USA) (PSN)	PCSE01181
Dead Nation (Asia) (PSN)	PCSD00082
Dead Nation (Europe) (PSN)	PCSF00427
Dead Nation (Japan) (PSN)	PCSC00079
Dead Nation (USA) (PSN)	PCSA00151
Dead or Alive 5 Plus (Europe) (Card)	PCSB00296
Dead or Alive 5 Plus (Japan) (Card)	PCSG00167
Dead or Alive 5 Plus (USA) (Card)	PCSE00235
Dead or Alive Xtreme 3 - Venus (Asia) (Card)	PCSH00250
Dead or Alive Xtreme 3 - Venus (Japan) (Card)	PCSG00771
Dead or Alive Xtreme 3 - Venus - Free-to-Play Version (Asia) (PSN)	PCSH00281
Dead or Alive Xtreme 3 - Venus - Free-to-Play Version (Japan) (PSN)	PCSG00773
Deadman's Cross (Japan) (PSN)	PCSG00465
Deadman's Cross (USA) (PSN)	PCSE00578
Death Mark (Europe) (Card)	PCSB01269
Death Mark (USA) (Card)	PCSE01279
Death Tales (Asia) (Card)	PCSH10289
Deathmatch Village (Europe) (PSN)	PCSB00306
Deathmatch Village (USA) (PSN)	PCSE00248
Deception IV - Blood Ties (Europe) (Card)	PCSB00499
Deception IV - Blood Ties (USA) (Card)	PCSE00401
Deception IV - The Nightmare Princess (Asia) (Card)	PCSE00743
Deception IV - The Nightmare Princess (Europe) (PSN)	PCSB00829
Deemo - Last Recital (Asia) (Card)	PCSH00216
Deemo - Last Recital (Japan) (PSN)	PCSG00685
Deemo - Last Recital - Original Soundtrack Vol.1 (Asia) (PSN)	PCSH00215
Deemo - The Last Recital (USA) (Card)	PCSE01041
Deemo Digital Original Soundtrack Vol.1 (Japan) (PSN)	PCSG00816
Deep Ones (Asia) (PSN)	PCSH10243
Deep Ones (Europe) (PSN)	PCSB01212
Deep Ones (USA) (PSN)	PCSE01219
Deep Space Rush (Asia) (PSN)	PCSH10165
Deep Space Rush (Europe) (PSN)	PCSB01359
Deep Space Rush (USA) (PSN)	PCSE01403
Defender's Quest - Valley of the Forgotten (USA) (Card)	PCSE01306
Defender's Quest - Valley of the Forgotten DX (Europe) (PSN)	PCSB01223
Defender's Quest - Valley of the Forgotten DX (USA) (PSN)	PCSE01136
Dekamori Senran Kagura (Asia) (Card)	PCSH00128
Dekamori Senran Kagura (Japan) (Card)	PCSG00447
Dekamori Senran Kagura - Body Pack A (Asia) (PSN)	PCSH00077
Dekamori Senran Kagura - Body Pack A (Japan) (PSN)	PCSG00310
Dekamori Senran Kagura - Body Pack B (Asia) (PSN)	PCSH00083
Dekamori Senran Kagura - Body Pack B (Japan) (PSN)	PCSG00311
Dekamori Senran Kagura - Digital Soundtrack (Asia) (PSN)	PCSH00085
Dekamori Senran Kagura - Digital Soundtrack (Japan) (PSN)	PCSG80009
Delta Strike - First Assault (Europe) (PSN)	PCSB00997
Delta Strike - First Assault (USA) (PSN)	PCSE00889
Demetrios - The BIG Cynical Adventure (Asia) (PSN)	PCSH10260
Demetrios - The BIG Cynical Adventure (Europe) (Card)	PCSB01272
Demetrios - The BIG Cynical Adventure (Europe) (PSN)	PCSB01036
Demetrios - The BIG Cynical Adventure (USA) (PSN)	PCSE01005
Demon Gaze (Europe) (Card)	PCSB00460
Demon Gaze (Japan) (Card)	PCSG00043
Demon Gaze (USA) (Card)	PCSE00358
Demon Gaze - Global Edition (Japan) (Card)	PCSG00284
Demon Gaze II (Europe) (Card)	PCSB01150
Demon Gaze II (Japan) (Card)	PCSG00849
Demon Gaze II (USA) (Card)	PCSE01141
Demon Gaze II - Global Edition (Japan) (Card)	PCSG01136
Demon Gaze II - Global Edition Gorgeous Soundtrack (Japan) (PSN)	PCSG01172
Demon's Tier+ (Asia) (Card)	PCSH10252
Demon's Tier+ (Europe) (PSN)	PCSB01437
Demon's Tier+ (USA) (PSN)	PCSE01467
Dengeki Bunko - Fighting Climax (Asia) (Card)	PCSH00142
Dengeki Bunko - Fighting Climax (Europe) (PSN)	PCSB00763
Dengeki Bunko - Fighting Climax (Japan) (Card)	PCSG00341
Dengeki Bunko - Fighting Climax (USA) (Card)	PCSE00639
Dengeki Bunko - Fighting Climax Ignition (Japan) (Card)	PCSG00758
Dennoukara no Dasshutsu - escapeVektor (Japan) (PSN)	PCSG00303
Desert Ashes (USA) (PSN)	PCSE00542
Desire - Remaster Ver. (Japan) (Card)	PCSG00959
Destiny of Spirits (Asia) (PSN)	PCSD00061
Destiny of Spirits (Europe) (PSN)	PCSF00543
Destiny of Spirits (Japan) (PSN)	PCSC00030
Destiny of Spirits (USA) (PSN)	PCSA00106
Devious Dungeon (Asia) (Card)	PCSH10122
Devious Dungeon (Europe) (PSN)	PCSB01240
Devious Dungeon (USA) (PSN)	PCSE01249
Devious Dungeon 2 (Asia) (Card)	PCSG01278
Devious Dungeon 2 (Europe) (PSN)	PCSB01342
Devious Dungeon 2 (USA) (PSN)	PCSE01385
Dex (Europe) (PSN)	PCSB00953
Dex (USA) (PSN)	PCSE00901
Diabolik Lovers - Dark Fate (Japan) (Card)	PCSG00530
Diabolik Lovers - Limited V Edition (Japan) (Card)	PCSG00272
Diabolik Lovers - Lost Eden (Japan) (Card)	PCSG00910
Diabolik Lovers - Lunatic Parade (Japan) (Card)	PCSG00826
Diabolik Lovers - Vandead Carnival (Japan) (Card)	PCSG00472
Diabolik Lovers - more.Blood - Limited V Edition (Japan) (Card)	PCSG00476
Digimon Story Cyber Sleuth (Asia) (Card)	PCSH00173
Digimon Story Cyber Sleuth (Japan) (Card)	PCSG00516
Digimon Story Cyber Sleuth (USA) (PSN)	PCSE00755
Digimon Story Cyber Sleuth - Hacker's Memory (Asia) (Card)	PCSH10059
Digimon Story Cyber Sleuth - Hacker's Memory (Japan) (Card)	PCSG01119
Digimon Story Cyber Sleuth - Hacker's Memory (USA) (PSN)	PCSE01171
Digimon Story Cyber Sleuth - Hacker's Memory - Digimon 20th Anniversary Edition (Asia) (Card)	PCSH10079
Digimon Story Cyber Sleuth - Hacker's Memory - TV Anime Sound Edition (Japan) (Card)	PCSG01126
Digimon World - Next Order (Asia) (Card)	PCSH00261
Digimon World - Next Order (Japan) (Card)	PCSG00792
Dino Dini's Kick Off Revival (Europe) (PSN)	PCSB00895
Dino Dini's Kick Off Revival (USA) (PSN)	PCSE00820
Disgaea 3 - Absence of Detention (Europe) (Card)	PCSB00098
Disgaea 3 - Absence of Detention (USA) (Card)	PCSE00022
Disgaea 4 - A Promise Revisited (Europe) (Card)	PCSB00455
Disgaea 4 - A Promise Revisited (USA) (Card)	PCSE00360
Disney Epic Mickey 2 - The Power of Two (Europe) (Card)	PCSF00311
Disney Epic Mickey 2 - The Power of Two (USA) (Card)	PCSA00110
Disney Infinity 2.0 Edition (Marvel Super Heroes) (Europe) (Card)	PCSB00737
Disney Infinity 2.0 Edition (Marvel Super Heroes) (USA) (Card)	PCSE00520
Divekick (Europe) (PSN)	PCSB00373
Divekick (USA) (PSN)	PCSE00281
Divekick - Addition Edition (Japan) (PSN)	PCSG00436
Doctor Who - The Eternity Clock (Europe) (PSN)	PCSB00045
Doctor Who - The Eternity Clock (USA) (PSN)	PCSE00103
Dogimegi Inryoku-Chan - Love & Peace (Japan) (PSN)	PCSG00775
Doki-Doki Universe (Europe) (PSN)	PCSF00379
Doki-Doki Universe (Japan) (PSN)	PCSC00058
Doki-Doki Universe (USA) (PSN)	PCSA00117
Dokuro (Europe) (PSN)	PCSB00215
Dokuro (Japan) (Card)	PCSG00037
Dokuro (USA) (PSN)	PCSE00124
Don't Starve - Giant Edition (Europe) (PSN)	PCSB00551
Don't Starve - Giant Edition (USA) (PSN)	PCSE00450
Doodle Devil (Europe) (PSN)	PCSB00381
Doodle Devil (USA) (PSN)	PCSE00327
Doodle God (Europe) (PSN)	PCSB00185
Doodle God (USA) (PSN)	PCSE00133
Doodle Kingdom (Europe) (PSN)	PCSB00556
Doodle Kingdom (USA) (PSN)	PCSE00431
Dot Horror Story (Japan) (PSN)	PCSG01301
Double Focus - Aya to Momiji no Dangan Shuzai Kikou - PS Vita Edition (Japan) (PSN)	PCSG00813
Doukoku Soshite... Remastered (Japan) (Card)	PCSG01100
Downwell (Europe) (PSN)	PCSB00952
Downwell (USA) (PSN)	PCSE00873
Dragon Ball Z - Battle of Z (Europe) (Card)	PCSB00396
Dragon Ball Z - Battle of Z (Japan) (Card)	PCSG00213
Dragon Ball Z - Battle of Z (USA) (PSN)	PCSE00305
Dragon Fantasy (USA) (Card)	PCSE01086
Dragon Fantasy - The Black Tome of Ice (Europe) (PSN)	PCSB00931
Dragon Fantasy - The Black Tome of Ice (USA) (Card)	PCSE00952
Dragon Fantasy Book I (Europe) (PSN)	PCSB00413
Dragon Fantasy Book I (USA) (PSN)	PCSE00217
Dragon Fantasy Book II (USA) (PSN)	PCSE00299
Dragon Fin Soup (Europe) (PSN)	PCSB00621
Dragon Fin Soup (USA) (PSN)	PCSE00447
Dragon Quest Builders (Asia) (Card)	PCSE00912
Dragon Quest Builders (Europe) (PSN)	PCSB00981
Dragon Quest Builders - Alefgard o Fukkatsu Niseyo (Japan) (Card)	PCSG00697
Dragon Quest Builders - Alefgard wo Fukkatsu Seyo (Asia) (Card)	PCSH00221
Dragon Quest Builders - Alefgard wo Fukkatsu Seyo (Korea) (Card)	PCSH00222
Dragon Quest Heroes II - Futago no Ou to Yogen no Owari (Asia) (Card)	PCSH00298
Dragon Quest Heroes II - Futago no Ou to Yogen no Owari (Japan) (Card)	PCSG00820
Dragon Sinker (Japan) (PSN)	PCSG01146
Dragon Sinker - Descendants of Legend (Europe) (PSN)	PCSB01238
Dragon Sinker - Descendants of Legend (USA) (Card)	PCSE01190
Dragon's Crown (Asia) (Card)	PCSH00050
Dragon's Crown (Europe) (Card)	PCSB00408
Dragon's Crown (Japan) (Card)	PCSG00187
Dragon's Crown (USA) (Card)	PCSE00019
Dragon's Dogma Quest (Japan) (PSN)	PCSG00212
Dragonfly Chronicles (USA) (PSN)	PCSE01360
Dragons Online (Europe) (PSN)	PCSB01124
Dragooned (USA) (PSN)	PCSE01193
DramaFever (USA) (PSN)	PCSE00795
Draw Slasher (Europe) (PSN)	PCSB00229
Draw Slasher (Japan) (PSN)	PCSG00305
Draw Slasher (USA) (PSN)	PCSE00224
Dream C Club Zero Portable (Japan) (Card)	PCSG00026
Dreamwalker (Europe) (PSN)	PCSB01326
Dreamwalker (USA) (PSN)	PCSE01365
Dreii (Europe) (PSN)	PCSB00889
Dreii (USA) (PSN)	PCSE00841
Drive Girls (Europe) (Card)	PCSB01097
Drive Girls (USA) (Card)	PCSE01099
Drowning (Asia) (PSN)	PCSH10295
Drowning (Europe) (PSN)	PCSB01322
Drowning (USA) (PSN)	PCSE01363
Duck Souls+ (Asia) (PSN)	PCSH10251
Duck Souls+ (Europe) (PSN)	PCSB01404
Duck Souls+ (Japan) (PSN)	PCSG01312
Duck Souls+ (USA) (PSN)	PCSE01439
Duke Nukem 3D - Megaton Edition (Europe) (PSN)	PCSB00437
Duke Nukem 3D - Megaton Edition (USA) (PSN)	PCSE00339
Dull Grey (Europe) (PSN)	PCSB01474
Dull Grey (USA) (PSN)	PCSE01510
Dungeon Hunter - Alliance (Europe) (Card)	PCSB00041
Dungeon Hunter - Alliance (USA) (Card)	PCSE00008
Dungeon Punks (Europe) (PSN)	PCSB01010
Dungeon Punks (USA) (PSN)	PCSE00944
Dungeon Travelers 2 - Ouritsu Toshokan to Mamono no Fuuin (Japan) (Card)	PCSG00407
Dungeon Travelers 2 - The Royal Library & The Monster Seal (Europe) (Card)	PCSB00813
Dungeon Travelers 2 - The Royal Library & The Monster Seal (USA) (Card)	PCSE00693
Dungeon Travelers 2-2 - Yamiochi no Otome to Hajimari no Sho (Japan) (Card)	PCSG00841
Dungeons & Bombs (Asia) (Card)	PCSH10316
Dustforce (Europe) (PSN)	PCSB00433
Dustforce (USA) (PSN)	PCSE00332
Dynamic Chord feat. Kyohso V edition (Japan) (Card)	PCSG00862
Dynamic Chord feat. Liar-S V edition (Japan) (Card)	PCSG00861
Dynamic Chord feat. apple-polisher V edition (Japan) (Card)	PCSG00915
Dynamic Chord feat.[reve parfait] V edition (Japan) (Card)	PCSG00860
Dynasty Warriors - Godseekers (Asia) (Card)	PCSH10006
Dynasty Warriors - Godseekers (Europe) (PSN)	PCSB01044
Dynasty Warriors - Godseekers (Korea) (Card)	PCSH10012
Dynasty Warriors - Godseekers (USA) (PSN)	PCSE00995
Dynasty Warriors 8 - Xtreme Legends Complete Edition (Europe) (Card)	PCSB00509
Dynasty Warriors 8 - Xtreme Legends Complete Edition (USA) (Card)	PCSE00405
Dynasty Warriors 8 Empires (Asia) (Card)	PCSE00800
Dynasty Warriors 8 Empires (Europe) (PSN)	PCSB00871
Dynasty Warriors 8 Empires (Free Alliances Version) (Asia) (PSN)	PCSH00193
Dynasty Warriors 8 Empires (Free Alliances Version) (Europe) (PSN)	PCSB00892
Dynasty Warriors 8 Empires (Free Alliances Version) (USA) (PSN)	PCSE00803
Dynasty Warriors Next (Asia) (Card)	PCSH00003
Dynasty Warriors Next (Europe) (Card)	PCSB00089
Dynasty Warriors Next (USA) (Card)	PCSE00014
E-book Reader (Japan) (PSN)	PCSC80012
ELEDiVE (Japan) (PSN)	PCSG00088
EMMA - Lost in Memories (Asia) (Card)	PCSH10237
EMMA - Lost in Memories (Europe) (PSN)	PCSB01443
EMMA - Lost in Memories (USA) (PSN)	PCSE01475
EVE Burst Error R (Japan) (Card)	PCSG00817
Earth Defense Force 2 - Invaders From Planet Space (Europe) (Card)	PCSB00884
Earth Defense Force 2 - Invaders From Planet Space (USA) (Card)	PCSE00710
Earth Defense Force 2017 Portable (Europe) (PSN)	PCSB00239
Earth Defense Force 2017 Portable (USA) (PSN)	PCSE00209
Echannel - New Paint Park (Free version) (Japan) (PSN)	PCSC00043
Echannel - New Paint Park (Japan) (PSN)	PCSC00038
Ecolibrium (Europe) (PSN)	PCSF00092
Ecolibrium (USA) (PSN)	PCSA00087
Eikoku Tantei Mysteria - The Crown (Japan) (Card)	PCSG00753
Eiyuu - Senki - The World Conquest (Japan) (Card)	PCSG00316
Eiyuu Densetsu - Akatsuki no Kiseki (Japan) (PSN)	PCSG01026
Eiyuu Densetsu - Ao no Kiseki Evolution (Japan) (Card)	PCSG00246
Eiyuu Densetsu - Sen no Kiseki (Asia) (Card)	PCSH00074
Eiyuu Densetsu - Sen no Kiseki (Japan) (Card)	PCSG00195
Eiyuu Densetsu - Sen no Kiseki (Korea) (Card)	PCSH00079
Eiyuu Densetsu - Sen no Kiseki II (Japan) (Card)	PCSG00354
Eiyuu Densetsu - Sen no Kiseki II (Korea) (Card)	PCSH00080
Eiyuu Densetsu - Sora no Kiseki FC Evolution (Asia) (Card)	PCSH00179
Eiyuu Densetsu - Sora no Kiseki FC Evolution (Japan) (Card)	PCSG00488
Eiyuu Densetsu - Sora no Kiseki FC Evolution (Korea) (Card)	PCSH00180
Eiyuu Densetsu - Sora no Kiseki SC Evolution (Japan) (Card)	PCSG00489
Eiyuu Densetsu - Sora no Kiseki the 3rd Evolution (Japan) (Card)	PCSG00490
Eiyuu Densetsu - Zero no Kiseki Evolution (Japan) (Card)	PCSG00042
Element4l (Asia) (PSN)	PCSH00246
Element4l (Europe) (PSN)	PCSB00620
Element4l (Japan) (PSN)	PCSG00587
Element4l (USA) (PSN)	PCSE00610
Emerald Shores (Europe) (PSN)	PCSB01325
Emerald Shores (USA) (PSN)	PCSE00859
Energy Balance (Asia) (PSN)	PCSH10156
Energy Balance (Europe) (PSN)	PCSB00945
Energy Balance (USA) (PSN)	PCSE01123
Energy Cycle (Asia) (PSN)	PCSH10155
Energy Cycle (Europe) (PSN)	PCSB00944
Energy Cycle (USA) (PSN)	PCSE01124
Energy Cycle Edge (Asia) (PSN)	PCSH10158
Energy Cycle Edge (Europe) (PSN)	PCSB01291
Energy Cycle Edge (USA) (PSN)	PCSE01330
Energy Invasion (Asia) (PSN)	PCSH10157
Energy Invasion (Europe) (PSN)	PCSB01203
Energy Invasion (USA) (PSN)	PCSE01192
Enkan no Memoria - Kakera Tomoshi (Japan) (Card)	PCSG01167
Entwined (Asia) (PSN)	PCSD00094
Entwined (Europe) (PSN)	PCSF00578
Entwined (Japan) (PSN)	PCSC00083
Entwined (USA) (PSN)	PCSA00140
Ephemeral - Fantasy on Dark (Japan) (Card)	PCSG01134
Epic Word Search Collection (Asia) (PSN)	PCSH10238
Epic Word Search Collection (Europe) (PSN)	PCSB01431
Epic Word Search Collection (USA) (PSN)	PCSE01465
Epic Word Search Collection 2 (Asia) (PSN)	PCSH10270
Epic Word Search Collection 2 (Europe) (PSN)	PCSB01458
Epic Word Search Collection 2 (USA) (PSN)	PCSE01492
Escape Plan (Asia) (PSN)	PCSD00016
Escape Plan (Europe) (PSN)	PCSF00023
Escape Plan (Japan) (PSN)	PCSC00012
Escape Plan (USA) (PSN)	PCSA00004
Escha & Logy no Atelier Plus - Tasogare no Sora no Renkinjutsushi (Japan) (Card)	PCSG00522
Escha & Logy no Atelier Plus - Tasogare no Sora no Renkinjutsushi (Korea) (Card)	PCSH00154
Ethan - Meteor Hunter (Europe) (PSN)	PCSB00508
Ethan - Meteor Hunter (USA) (PSN)	PCSE00395
Eufloria HD (Europe) (PSN)	PCSB00467
Eufloria HD (USA) (PSN)	PCSE00366
Eve - Rebirth Terror (Japan) (Card)	PCSG01249
Everybody's Golf (Europe) (Card)	PCSF00006
Everybody's Golf 6 (Asia) (Card)	PCSD00008
Exile's End (Europe) (PSN)	PCSB01021
Exile's End (USA) (Card)	PCSE01182
Exile's End (USA) (PSN)	PCSE00941
Exist Archive - The Other Side of the Sky (Europe) (PSN)	PCSB00995
Exist Archive - The Other Side of the Sky (Japan) (Card)	PCSG00679
Exist Archive - The Other Side of the Sky (USA) (Card)	PCSE00883
Explosive Jake (Asia) (PSN)	PCSH10246
Explosive Jake (Europe) (PSN)	PCSB01419
Explosive Jake (USA) (PSN)	PCSE01454
Exstetra (Japan) (Card)	PCSG00196
F1 2011 (Europe) (Card)	PCSB00027
F1 2011 (Japan) (Card)	PCSG00021
F1 2011 (USA) (Card)	PCSE00002
FIFA 13 (CA) (USA) (Card)	PCSE00094
FIFA 13 (DE) (Europe) (Card)	PCSB00173
FIFA 13 (DUT) (Europe) (Card)	PCSB00175
FIFA 13 (EN) (Europe) (Card)	PCSB00170
FIFA 13 (ES) (Europe) (Card)	PCSB00174
FIFA 13 (FR) (Europe) (Card)	PCSB00171
FIFA 13 (IT) (Europe) (Card)	PCSB00172
FIFA 13 (MX) (USA) (Card)	PCSE00096
FIFA 13 - World Class Soccer (Japan) (Card)	PCSG00107
FIFA 14 (CA) (USA) (Card)	PCSE00264
FIFA 14 (DE) (Europe) (Card)	PCSB00341
FIFA 14 (DUT) (Europe) (Card)	PCSB00347
FIFA 14 (EN) (Europe) (Card)	PCSB00339
FIFA 14 (ES) (Europe) (Card)	PCSB00343
FIFA 14 (FR) (Europe) (Card)	PCSB00340
FIFA 14 (IT) (Europe) (Card)	PCSB00342
FIFA 14 (Japan) (Card)	PCSG00201
FIFA 14 (MX) (USA) (Card)	PCSE00265
FIFA 14 (US) (USA) (Card)	PCSE00263
FIFA 15 (CA) (USA) (Card)	PCSE00482
FIFA 15 (DE) (Europe) (Card)	PCSB00607
FIFA 15 (DUT) (Europe) (Card)	PCSB00608
FIFA 15 (EN) (Europe) (Card)	PCSB00603
FIFA 15 (ES) (Europe) (Card)	PCSB00606
FIFA 15 (FR) (Europe) (Card)	PCSB00604
FIFA 15 (IT) (Europe) (Card)	PCSB00605
FIFA 15 (Japan) (Card)	PCSG00404
FIFA 15 (MX) (USA) (Card)	PCSE00483
FIFA 15 (US) (USA) (Card)	PCSE00481
FIFA Football (CA) (USA) (Card)	PCSE00025
FIFA Football (DE) (Europe) (Card)	PCSB00053
FIFA Football (DUT) (Europe) (Card)	PCSB00057
FIFA Football (EN) (Europe) (Card)	PCSB00051
FIFA Football (ES) (Europe) (Card)	PCSB00055
FIFA Football (FR) (Europe) (Card)	PCSB00052
